Tab audit,URL,Status azi (11.09.2026),Actiune
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cu-telecomanda-ami-50w-3-inimi-lumina-rece-calda-neutra-dimabila-alb,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cu-telecomanda-blossom-grand-143w-12-petale-lumina-rece-calda-neutra-dimabila-alb,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/spot-led-incastrabil-3w-metal-alb,produs draft,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-franghie-3-e27-maro-metal-si-sfoara,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/baterie-lavoar-cu-dus-extractibil-alama-sanitara-crom-od-2030,produs draft,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cu-telecomanda-quadris-24w-2-patrate-lumina-rece-calda-neutra-dimabila-negru,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cu-telecomanda-grupces-80w-dimabila-negru-si-auriu,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/jucarie-tip-tabla-educativa-cu-cifre-si-pestisori-multicolori-36-piese-lemn,produs archived,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cristal-cu-telecomanda-reed-80w-dimabila-auriu,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/oglinda-led-rotunda-60cm-rama-neagra-suspendata-basic-touch,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cu-telecomanda-damara-55w-dimabila-alb-negru,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cu-telecomanda-betty-6-cercuri-82w-lumina-rece-calda-neutra-dimabila-negru,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-sindi-2-e27-metal-negru,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/baterie-apa-rece-aliaj-crom-prindere-rapida,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/bec-led-e14-lumanare-6w-lumina-rece-6000k,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/baterie-bucatarie-pipa-flexibila-2-jeturi-cartus-ceramic-inox-satinat-racorduri-incluse-cf031,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/aplica-led-augusta-16w-negru-lumina-rece-calda-neutra,produs draft,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/tub-led-transparent-model-t8-18w-36w-6400k-lumina-rece,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/baterie-lavoar-alama-sanitara-negru-od01-b,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lampa-iluminat-stradal-fantas-150w-6500k-ky-ld-150w-c,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-vertex-grid-patrate-paralele-40w-3-patrate-lumina-rece-calda-neutra-negru,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/baterie-perete-inox-sus304-negru-ljs-223b,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cu-telecomanda-sunflower-54w-5-elemente-lumina-rece-calda-neutra-dimabila-alb,produs draft,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cu-telecomanda-ipomoea-56w-3-stele-lumina-rece-calda-neutra-dimabila-alb,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/furtun-tip-arc-200-cm-crom-far200,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cu-telecomanda-daisy-6-elemente-72w-lumina-rece-calda-neutra-dimabila-alb-cu-cristal,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/oglinda-led-rectangulara-75x90cm-verite-motionglow-marcello-sistem-dezaburire-termometru-ceas-dimabila,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/intrerupator-touch-dublu-sticla-securizata-negru,produs draft,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-ema-3-e27-maro-metal-si-lemn,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-vintage-harper-1xe27-rustic-barn-sfoara-si-metal-92cm,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/spot-led-mila-3w-6500k,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-vertex-flow-24w-ondulata-lumina-rece-calda-neutra-alb,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/coloana-dus-alama-sanitara-negru-hc8816h,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/aplica-led-exterior-kylian-9w-negru,produs draft,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-berta-43w-lumina-rece-calda-neutra-proiector-reglabil-acril-si-metal-alb-si-negru,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/spot-led-12w-ip-20-2700k,produs draft,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cristal-cu-telecomanda-canaan-120w-dimabila-argintiu,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/oglinda-led-rotunda-60-celeste-royale-gold-eleve-motionglow-marcello-curea-piele-ecologica-sistem-dezaburire-termometru-ceas-dimabila,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-sofia-24w-lumina-rece-calda-neutra-alb,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/set-mobilier-pentru-baie-80x50cm-3-piese-gri-alb,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-130w-alb-betty-8-cercuri-dimabila-lumina-rece-calda-neutra,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cu-telecomanda-zoe-2-patrate-39w-lumina-rece-calda-neutra-dimabila-negru,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/baterie-bucatarie-inox-sus304-satinat-cf009,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/candelabru-cristal-versailles-petito-3xe14-diametru-30cm-auriu-lucios-si-negru-inaltime-reglabila,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/set-mobilier-pentru-baie-60x40cm-3-piese-gri-alb,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-erika-24w-3-patrate-lumina-neutra-alb,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/aplica-led-exterior-andrew-10w-negru-auriu,produs archived,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/joc-creativ-cutiuta-cu-instrumente-muzicale-8-piese-lemn,produs archived,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/tablita-cu-animale-si-numere-multicolore-11-piese-lemn,produs archived,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/oglinda-led-ovala-60x80-eminence-motionglow-marcello-sistem-dezaburire-termometru-ceas-dimabila,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/coloana-dus-inox-lucios-argintiu-negru-11211bh-c,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/set-mobilier-pentru-baie-81x48cm-3-piese-gri,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/intrerupator-touch-simplu-negru-sticla-securizata-livolo,produs draft,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/aplica-led-esther-forma-pana-36w-87cm-alb-auriu,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-franghie-2-e27-maro-metal-si-sfoara,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/baterie-lavoar-alama-sanitara-auriu-cf-1008,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cu-telecomanda-adelaida-226w-dimabila-negru,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/oglinda-led-touch-vivido-sistem-dezaburire-60x80-cm-colectia-korman-technik,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/set-mobilier-baie-negru-pvc-t346-40,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-quadria-supremo-5x-elemente-rgb-198w-crom-premium-inox-lumina-calda-rece-neutra,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/aplica-led-soho-18w-acril-alb,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/aplica-led-callen-28w-negru,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cu-telecomanda-brinda-124w-negru,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-cezar-5-e27-bronz-antichizat-metal-si-sticla,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/suport-prosop-argintiu-gj-011c,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/chitara-din-lemn-pentru-copii-multicolora-lemn,produs draft,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/intrerupator-touch-simplu-alb-sticla-securizata-livolo,produs draft,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/cub-rubik-geometric-cp-03,produs archived,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/tapet-vinil-lavabil-malin-roz-pudra-vinil-pe-suport-de-flizelin-1-06-m-x-10-05m-6-1207,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/oglinda-led-rotunda-60-celeste-majeste-noir-eleve-motionglow-marcello-curea-piele-ecologica-sistem-dezaburire-termometru-ceas-dimabila,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/baterie-lavoar-alama-sanitara-auriu-od-2054,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/candelabru-cristal-alec-7x-e14-argintiu,produs archived,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/instalatie-exterior-100-leduri-5m-led-cilindric-fir-verde-multicolora,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/baterie-bucatarie-cu-dus-extractibil-alama-sanitara-negru-od-2031,produs archived,nimic - nu e publicat
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-dhara-11w-4000k-alb-acril-ip-20,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/alimentator-sina-magnetica-100w-negru-metal,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lustra-led-cu-telecomanda-tulip-73w-5-petale-lumina-rece-calda-neutra-dimabila-alb,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/baterie-cada-korman-technik-para-dus-si-furtun-inclus-aliaj-cartus-ceramic-crom-cd001,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/coloana-dus-inox-sus304-satinat-ly001,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/baterie-lavoar-alama-sanitara-negru-cf2025,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/oglinda-led-senzor-motionglow-120x80-cm-lumina-rece-calda-neutra-dimabila-sistem-dezaburire-termometru-ceas-si-lupa-cosmetica-rama-negru-periat,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/lampa-solara-cu-senzor-de-miscare-100-led-uri-20w-ip-65-negru,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/baterie-bucatarie-baie-monocomanda-crom-bm026,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/pendul-margherita-auriu-80w-lumina-rece-calda-neutra,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/suport-hartie-igienica-cu-suport-telefon-parfum-gri-gj617,activ,rezolvat din tema (shippingDetails + hasMerchantReturnPolicy)
hasMerchantReturnPolicy / shippingDetails,https://www.alessandrodesign.ro/products/jucarie-tip-bucataria-micului-chef-42-piese-lemn,produs archived,nimic - nu e publicat
description,https://www.alessandrodesign.ro/products/conector-liniar-sina-magnetica-10-cm-negru,activ,ADAUGA DESCRIERE
description,https://www.alessandrodesign.ro/products/modul-led-cob-6-led-uri-2w-alb-ip65-12v,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/coloana-dus-korman-technik-afisaj-lcd-inox-alb-argintiu-sjg-009,produs archived,nimic - nu e publicat
description,https://www.alessandrodesign.ro/products/priza-dubla-cu-rama-din-sticla-securizata-auriu,activ,ADAUGA DESCRIERE
description,https://www.alessandrodesign.ro/products/panou-artificial-100x100cm-verde,activ,ADAUGA DESCRIERE
description,https://www.alessandrodesign.ro/products/spray-vopsea-cosmos-lac-verde-fluorescent-400ml,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/pompa-submersibila-de-adancime-ddt-1500w-8-turbine-7-mc-h-25m-cablu,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/suport-feon-si-accesorii-baie-metalic-gri,activ,ADAUGA DESCRIERE
description,https://www.alessandrodesign.ro/products/set-jucarii-din-plastic-printesa-si-pisicuta-plastic-9-piese,activ,ADAUGA DESCRIERE
description,https://www.alessandrodesign.ro/products/lustra-led-cristal-57w-xanthi-argintiu,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/intrerupator-touch-simplu-gri-sticla-securizata-livolo,produs draft,nimic - nu e publicat
description,https://www.alessandrodesign.ro/products/lampa-iluminat-stradal-fantas-150w-6500k-ky-ld-150w-c,activ,are descriere acum
description,https://www.alessandrodesign.ro/products/ceas-led-lemn-cu-afisaj-digital-rosu-suport-creioane-termometru-data-alarma-maro-rosu,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/bec-led-din-ata-de-bumbac-3-aaa-baterii-carlig-pentru-prindere-negru-si-alb,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/intrerupator-touch-simplu-negru-sticla-securizata-livolo,produs draft,nimic - nu e publicat
description,https://www.alessandrodesign.ro/products/intrerupator-touch-simplu-alb-sticla-securizata-livolo,produs draft,nimic - nu e publicat
description,https://www.alessandrodesign.ro/products/lampadar-led-45w-modern-austin-125cm,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/oglinda-led-touch-fortuna-functie-dezaburire-lupa-cosmetica-60x80-cm-colectia-marcello-funghi-resigilat-lupa-neclara,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/flexi-bar-tija-fitness-metal-negru,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/panou-artificial-50x50cm-verde,activ,ADAUGA DESCRIERE
description,https://www.alessandrodesign.ro/products/cadru-organizator-pentru-uscat-vasele-1-nivel-negru,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/suport-telescopic-pentru-chiuveta-50-cm-gri,produs archived,nimic - nu e publicat
description,https://www.alessandrodesign.ro/products/modul-led-cob-220v-1-5w-ip67-alb-lumina-rece-2835-20-buc,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/baterie-lavoar-cartus-ceramic-pipa-rotativa-negru-racorduri-incluse-ec01,activ,ADAUGA DESCRIERE
description,https://www.alessandrodesign.ro/products/lustra-thalis-pene-led-40w-verde-inchis,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/lustra-shion-3-e27-negru-metal,activ,are descriere acum
description,https://www.alessandrodesign.ro/products/lampadar-led-40w-modern-augustinus-125cm,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/pompa-submersibila-de-mare-adancime-ddt-1500w-7m3-h-7-turbine-inox-30m-cablu,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/lustra-led-rotonda-cu-telecomanda-eleganza-4x-cercuri-rgb-68w-negru-inox-lumina-calda-rece-neutra,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/priza-schuko-simpla-borne-fara-surub-cu-rama-sticla-gri-livolo,produs draft,nimic - nu e publicat
description,https://www.alessandrodesign.ro/products/priza-schuko-simpla-borne-fara-surub-cu-rama-sticla-auriu-livolo,activ,ADAUGA DESCRIERE
description,https://www.alessandrodesign.ro/products/suport-telescopic-pentru-chiuveta-50-cm-verde,activ,ADAUGA DESCRIERE
description,https://www.alessandrodesign.ro/products/candelabru-cristal-rondo-vivace-5x-g9-crom-38cm,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/intrerupator-touch-wireless-dublu-negru-sticla-securizata-livolo,activ,ADAUGA DESCRIERE
description,https://www.alessandrodesign.ro/products/modul-led-12v-1-5w-ip67-alb-6500k-lumina-rece-2835-20-buc,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/proiector-led-fantas-30w-6500k,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/set-jucarii-din-plastic-printesa-si-pisicuta-plastic-10-piese,activ,ADAUGA DESCRIERE
description,https://www.alessandrodesign.ro/products/intrerupator-touch-wireless-dublu-alb-sticla-securizata-livolo,activ,ADAUGA DESCRIERE
description,https://www.alessandrodesign.ro/products/bec-decor-cu-fir-si-stecher-multicolor,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/pipa-pentru-baterie-inalta-argintiu,activ,ADAUGA DESCRIERE
description,https://www.alessandrodesign.ro/products/proiector-led-fantas-300w-6500k,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/sita-aerator-pentru-baterii-sanitare-cu-filet-exterior-crom-lucios-2cm,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/tava-pentru-servirea-diverselor-delicii-verde-plastic,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/flexi-bar-tija-fitness-metal-rosu,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/candelabru-cristal-rondo-vivace-5x-g9-auriu-38cm,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/candelabru-cristal-peles-3x-e27-diametru-30cm-inaltime-reglabila-auriu-lucios,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/joc-cognitiv-lemn-operatiuni-matematice-si-motricitate-fina,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/cutit-ondulat-cu-maner-metal-albastru-rosu-negru-verde-rosu,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/instalatie-tip-turturi-120-leduri-4-0-5-m-fir-negru-galben,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/oglinda-led-senzor-mariana-sistem-dezaburire-ceas-temperatura-80x80-cm-colectia-marcello-funghi,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/candelabru-cristal-nariq-3xe14-auriu,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/forma-cozonac-30-15-10-cm-metal-gri,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/set-4-cutite-cu-suport-plastic-si-ceramica-albastru-mov-rosu-albastru,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/manusa-termorezistenta-marime-universala-silicon-rosu-portocaliu-verde-portocaliu,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/https://www.alessandrodesign.ro/driver-24v-5a-400w-ip20.html,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/https://www.alessandrodesign.ro/furtun-dus-din-inox-200-cm.html,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/https://www.alessandrodesign.ro/lampadar-led-modern-austin.html,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/https://www.alessandrodesign.ro/panou-artificial-50x50cm-verde-1-1.html,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/https://www.alessandrodesign.ro/panou-artificial-50x50cm-verde-1-1-1.html,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/https://www.alessandrodesign.ro/pipa-pentru-baterie-inalta-argintiu.html,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/https://www.alessandrodesign.ro/baterie-bucatarie-inox-crom-pipa-rotativa-inalta-wh207.html,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/https://www.alessandrodesign.ro/bec-decor-plastic-albastru-multicolor-2.html,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/https://www.alessandrodesign.ro/accesoriu-bideu-pentru-capac-wc.html,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/https://www.alessandrodesign.ro/organizator-pentru-uscat-vasele-2-nivele-aluminiu-negru.html,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/https://www.alessandrodesign.ro/pompa-submersibila-de-mare-adancime-ddt-1800w-8m3h-12-turbine-inox.html,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/https://www.alessandrodesign.ro/bidet-toaleta-atasament-ultra-subtire-non-electric-de-auto-curatare.html,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/https://www.alessandrodesign.ro/candelabru-cristal-finn-6-x-g9-diametru-50cm-auriu.html,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
description,https://www.alessandrodesign.ro/products/https://www.alessandrodesign.ro/organizator-pentru-uscat-vasele-1-nivel-negru.html,nu mai exista la acest URL,nimic - dispare din GSC la recrawl
